CardCode,CardName,Address,FederalTaxID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DocumentLines__RowTotalSC,DocumentLines__LastBuyInmPrice,DocumentLines__LastBuyDistributeSumFc,DocumentLines__LastBuyDistributeSumSc,DocumentLines__LastBuyDistributeSum,DocumentLines__StockDistributesumForeign,DocumentLines__StockDistributesumSystem,DocumentLines__StockDistributesum,DocumentLines__StockInmPrice,DocumentLines__PickStatusEx,DocumentLines__TaxBeforeDPM,DocumentLines__TaxBeforeDPMFC,DocumentLines__TaxBeforeDPMSC,DocumentLines__CFOPCode,DocumentLines__CSTCode,DocumentLines__Usage,DocumentLines__TaxOnly,DocumentLines__VisualOrder,DocumentLines__BaseOpenQuantity,DocumentLines__UnitPrice,DocumentLines__LineStatus,DocumentLines__PackageQuantity,DocumentLines__Text,DocumentLines__LineType,DocumentLines__COGSCostingCode,DocumentLines__COGSAccountCode,DocumentLines__ChangeAssemlyBoMWarehouse,DocumentLines__GrossBuyPrice,DocumentLines__GrossBase,DocumentLines__GrossProfitTotalBasePrice,DocumentLines__CostingCode2,DocumentLines__CostingCode3,DocumentLines__CostingCode4,DocumentLines__CostingCode5,DocumentLines__ItemDetails,DocumentLines__LocationCode,DocumentLines__ActualDeliveryDate,DocumentLines__RemainingOpenQuantity,DocumentLines__OpenAmount,DocumentLines__OpenAmountFC,DocumentLines__OpenAmountSC,DocumentLines__ExLineNo,DocumentLines__RequiredDate,DocumentLines__RequiredQuantity,DocumentLines__COGSCostingCode2,DocumentLines__COGSCostingCode3,DocumentLines__COGSCostingCode4,DocumentLines__COGSCostingCode5,DocumentLines__CSTforIPI,DocumentLines__CSTforPIS,DocumentLines__CSTforCOFINS,DocumentLines__CreditOriginCode,DocumentLines__WithoutInventoryMovement,DocumentLines__AgreementNo,DocumentLines__AgreementRowNumber,DocumentLines__ActualBaseEntry,DocumentLines__ActualBaseLine,DocumentLines__DocEntry,DocumentLines__Surpluses,DocumentLines__DefectAndBreakup,DocumentLines__Shortages,DocumentLines__ConsiderQuantity,DocumentLines__PartialRetirement,DocumentLines__RetirementQuantity,DocumentLines__RetirementAPC,DocumentLines__ThirdParty,DocumentLines__PoNum,DocumentLines__PoItmNum,DocumentLines__ExpenseType,DocumentLines__ReceiptNumber,DocumentLines__ExpenseOperationType,DocumentLines__FederalTaxID,DocumentLines__GrossProfit,DocumentLines__GrossProfitFC,DocumentLines__GrossProfitSC,DocumentLines__PriceSource,DocumentLines__StgSeqNum,DocumentLines__StgEntry,DocumentLines__StgDesc,DocumentLines__UoMEntry,DocumentLines__UoMCode,DocumentLines__InventoryQuantity,DocumentLines__RemainingOpenInventoryQuantity,DocumentLines__ParentLineNum,DocumentLines__Incoterms,DocumentLines__TransportMode,DocumentLines__NatureOfTransaction,DocumentLines__DestinationCountryForImport,DocumentLines__DestinationRegionForImport,DocumentLines__OriginCountryForExport,DocumentLines__OriginRegionForExport,DocumentLines__ItemType,DocumentLines__ChangeInventoryQuantityIndependently,DocumentLines__FreeOfChargeBP,DocumentLines__SACEntry,DocumentLines__HSNEntry,DocumentLines__GrossPrice,DocumentLines__GrossTotal,DocumentLines__GrossTotalFC,DocumentLines__GrossTotalSC,DocumentLines__NCMCode,DocumentLines__NVECode,DocumentLines__IndEscala,DocumentLines__CtrSealQty,DocumentLines__CNJPMan,DocumentLines__CESTCode,DocumentLines__UFFiscalBenefitCode,DocumentLines__ReverseCharge,DocumentLines__ShipToCode,DocumentLines__ShipToDescription,DocumentLines__OwnerCode,DocumentLines__ExternalCalcTaxRate,DocumentLines__ExternalCalcTaxAmount,DocumentLines__ExternalCalcTaxAmountFC,DocumentLines__ExternalCalcTaxAmountSC,DocumentLines__StandardItemIdentification,DocumentLines__CommodityClassification,DocumentLines__UnencumberedReason,DocumentLines__CUSplit,DocumentLines__U_SEI_IDEX,DocumentLines__U_SEI_CODMIN,DocumentLines__U_SEI_ITEMIN,DocumentLines__U_SBO_CantBulto,DocumentLines__U_SBO_StockVentas,DocumentLines__LineTaxJurisdictions__JurisdictionCode,DocumentLines__LineTaxJurisdictions__JurisdictionType,DocumentLines__LineTaxJurisdictions__TaxAmount,DocumentLines__LineTaxJurisdictions__TaxAmountSC,DocumentLines__LineTaxJurisdictions__TaxAmountFC,DocumentLines__LineTaxJurisdictions__TaxRate,DocumentLines__LineTaxJurisdictions__DocEntry,DocumentLines__LineTaxJurisdictions__LineNumber,DocumentLines__LineTaxJurisdictions__RowSequence,DocumentLines__LineTaxJurisdictions__ExternalCalcTaxRate,DocumentLines__LineTaxJurisdictions__ExternalCalcTaxAmount,DocumentLines__LineTaxJurisdictions__ExternalCalcTaxAmountFC,DocumentLines__LineTaxJurisdictions__ExternalCalcTaxAmountSC
C76366101-6,ENERGY PRO SPA,ANTILLANCA 9090 OF. 96\r\rSANTIAGO\rCHILE,76366101-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dlps_NotPicked,0.0,0.0,0.0,null,null,null,tNO,8,2.0,7774.0,bost_Close,2.0,,dlt_Regular,VICTORIA,510101001,N,4310.0,-5,8620.0,MISCELA,COM,null,null,null,null,null,0.0,14771.0,0.0,14771.0,null,null,0.0,MISCELA,COM,null,null,null,null,null,null,tNO,null,null,null,null,5081,0.0,0.0,0.0,tNO,tNO,0.0,0.0,tNO,null,null,null,null,null,null,6151.0,0.0,6151.0,dpsManual,null,null,null,-1,Manual,2.0,0.0,null,0,0,null,null,null,null,null,dit_Item,tNO,tNO,null,null,9251.0,17576.0,0.0,17576.0,-1,null,tNO,0.0,null,-1,null,tNO,DESPACHO,ISLA TIERRA DEL FUEGO 8630\r\rSANTIAGO\rCHILE,11,0.0,0.0,0.0,0.0,0,0,null,tNO,null,null,null,null,301.0,IVA,1,2806.0,2806.0,0.0,19.0,5081,8,8,0.0,0.0,0.0,0.0
C76397193-7,MODELING METAL LTDA.,JOSE JOAQUIN PEREZ 520\r\rSANTIAGO\rCHILE,76397193-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dlps_NotPicked,0.0,0.0,0.0,null,null,null,tNO,9,5.0,3626.0,bost_Close,5.0,,dlt_Regular,VICTORIA,510101001,N,2006.0,-5,10029.0,MISCELA,COM,null,null,null,null,null,0.0,17224.0,0.0,17224.0,null,null,0.0,MISCELA,COM,null,null,null,null,null,null,tNO,null,null,null,null,5081,0.0,0.0,0.0,tNO,tNO,0.0,0.0,tNO,null,null,null,null,null,null,7195.0,0.0,7195.0,dpsManual,null,null,null,-1,Manual,5.0,0.0,null,0,0,null,null,null,null,null,dit_Item,tNO,tNO,null,null,4315.0,20495.0,0.0,20495.0,-1,null,tNO,0.0,null,-1,null,tNO,DESPACHO,ISLA TIERRA DEL FUEGO 8630\r\rSANTIAGO\rCHILE,11,0.0,0.0,0.0,0.0,0,0,null,tNO,null,null,null,null,570.0,IVA,1,3273.0,3273.0,0.0,19.0,5081,9,9,0.0,0.0,0.0,0.0
C77290304-9,IV INGENIERIA SPA,TEATINOS 251\r\rSANTIAGO\rCHILE,77290304-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dlps_NotPicked,0.0,0.0,0.0,null,null,null,tNO,10,5.0,1911.0,bost_Close,5.0,,dlt_Regular,VICTORIA,510101001,N,655.0,-5,3275.0,MISCELA,COM,null,null,null,null,null,0.0,9077.0,0.0,9077.0,null,null,0.0,MISCELA,COM,null,null,null,null,null,null,tNO,null,null,null,null,5081,0.0,0.0,0.0,tNO,tNO,0.0,0.0,tNO,null,null,null,null,null,null,5802.0,0.0,5802.0,dpsManual,null,null,null,-1,Manual,5.0,0.0,null,0,0,null,null,null,null,null,dit_Item,tNO,tNO,null,null,2274.0,10800.0,0.0,10800.0,-1,null,tNO,0.0,null,-1,null,tNO,DESPACHO,ISLA TIERRA DEL FUEGO 8630\r\rSANTIAGO\rCHILE,11,0.0,0.0,0.0,0.0,0,0,null,tNO,null,null,null,null,149.0,IVA,1,1725.0,1725.0,0.0,19.0,5081,10,10,0.0,0.0,0.0,0.0
C76450142-K,DEC INGENIERIA SPA,ALVAREZ DE TOLEDO\r\rSANTIAGO\rCHILE,76450142-K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dlps_NotPicked,0.0,0.0,0.0,null,null,null,tNO,11,2.0,11208.0,bost_Close,2.0,,dlt_Regular,VICTORIA,510101001,N,6910.0,-5,13820.0,COBRE,COM,null,null,null,null,null,0.0,21295.0,0.0,21295.0,null,null,0.0,COBRE,COM,null,null,null,null,null,null,tNO,null,null,null,null,5081,0.0,0.0,0.0,tNO,tNO,0.0,0.0,tNO,null,null,null,null,null,null,7475.0,0.0,7475.0,dpsManual,null,null,null,-1,Manual,2.0,0.0,null,0,0,null,null,null,null,null,dit_Item,tNO,tNO,null,null,13338.0,25342.0,0.0,25342.0,-1,null,tNO,0.0,null,-1,null,tNO,DESPACHO,ISLA TIERRA DEL FUEGO 8630\r\rSANTIAGO\rCHILE,11,0.0,0.0,0.0,0.0,0,0,null,tNO,null,null,null,null,1945.0,IVA,1,4046.0,4046.0,0.0,19.0,5081,11,11,0.0,0.0,0.0,0.0
C76865812-9,VIDRIOS Y CRISTALES EL COLOSO S.A,PUMA 1357\r\rSANTIAGO\rCHILE,76865812-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dlps_NotPicked,0.0,0.0,0.0,null,null,null,tNO,12,5.0,363.0,bost_Close,5.0,,dlt_Regular,VICTORIA,510101001,N,196.0,-5,978.0,MISCELA,COM,null,null,null,null,null,0.0,1724.0,0.0,1724.0,null,null,0.0,MISCELA,COM,null,null,null,null,null,null,tNO,null,null,null,null,5081,0.0,0.0,0.0,tNO,tNO,0.0,0.0,tNO,null,null,null,null,null,null,746.0,0.0,746.0,dpsManual,null,null,null,-1,Manual,5.0,0.0,null,0,0,null,null,null,null,null,dit_Item,tNO,tNO,null,null,432.0,2055.0,0.0,2055.0,-1,null,tNO,0.0,null,-1,null,tNO,DESPACHO,ISLA TIERRA DEL FUEGO 8630\r\rSANTIAGO\rCHILE,11,0.0,0.0,0.0,0.0,0,0,null,tNO,null,null,null,null,10036.0,IVA,1,328.0,328.0,0.0,19.0,5081,12,12,0.0,0.0,0.0,0.0
C76097902-3,CHILE SUPPLY S.A.,SAN ISIDRO 45 OF. 803\r\rSANTIAGO\rCHILE,76097902-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dlps_NotPicked,0.0,0.0,0.0,null,null,null,tNO,13,20.0,417.0,bost_Close,20.0,,dlt_Regular,VICTORIA,510101001,N,228.0,-5,4556.0,MISCELA,COM,null,null,null,null,null,0.0,7923.0,0.0,7923.0,null,null,0.0,MISCELA,COM,null,null,null,null,null,null,tNO,null,null,null,null,5081,0.0,0.0,0.0,tNO,tNO,0.0,0.0,tNO,null,null,null,null,null,null,3367.0,0.0,3367.0,dpsManual,null,null,null,-1,Manual,20.0,0.0,null,0,0,null,null,null,null,null,dit_Item,tNO,tNO,null,null,496.0,9420.0,0.0,9420.0,-1,null,tNO,0.0,null,-1,null,tNO,DESPACHO,ISLA TIERRA DEL FUEGO 8630\r\rSANTIAGO\rCHILE,11,0.0,0.0,0.0,0.0,0,0,null,tNO,null,null,null,null,11634.0,IVA,1,1505.0,1505.0,0.0,19.0,5081,13,13,0.0,0.0,0.0,0.0
C76939944-5,GP INGENIERIA Y SERVICIO SPA,LA UNION 8860\r\rSANTIAGO\rCHILE,76939944-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dlps_NotPicked,0.0,0.0,0.0,null,null,null,tNO,14,5.0,779.0,bost_Close,5.0,,dlt_Regular,VICTORIA,510101001,N,417.0,-5,2083.0,MISCELA,COM,null,null,null,null,null,0.0,3700.0,0.0,3700.0,null,null,0.0,MISCELA,COM,null,null,null,null,null,null,tNO,null,null,null,null,5081,0.0,0.0,0.0,tNO,tNO,0.0,0.0,tNO,null,null,null,null,null,null,1617.0,0.0,1617.0,dpsManual,null,null,null,-1,Manual,5.0,0.0,null,0,0,null,null,null,null,null,dit_Item,tNO,tNO,null,null,927.0,4405.0,0.0,4405.0,-1,null,tNO,0.0,null,-1,null,tNO,DESPACHO,ISLA TIERRA DEL FUEGO 8630\r\rSANTIAGO\rCHILE,11,0.0,0.0,0.0,0.0,0,0,null,tNO,null,null,null,null,9301.0,IVA,1,703.0,703.0,0.0,19.0,5081,14,14,0.0,0.0,0.0,0.0
C76780608-6,BELECTRIC SPA,CARMEN COVARRUBIAS 32 OF.211\r\rSANTIAGO\rCHILE,76780608-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dlps_NotPicked,0.0,0.0,0.0,null,null,null,tNO,15,5.0,887.0,bost_Close,5.0,,dlt_Regular,VICTORIA,510101001,N,476.0,-5,2381.0,MISCELA,COM,null,null,null,null,null,0.0,4213.0,0.0,4213.0,null,null,0.0,MISCELA,COM,null,null,null,null,null,null,tNO,null,null,null,null,5081,0.0,0.0,0.0,tNO,tNO,0.0,0.0,tNO,null,null,null,null,null,null,1832.0,0.0,1832.0,dpsManual,null,null,null,-1,Manual,5.0,0.0,null,0,0,null,null,null,null,null,dit_Item,tNO,tNO,null,null,1056.0,5015.0,0.0,5015.0,-1,null,tNO,0.0,null,-1,null,tNO,DESPACHO,ISLA TIERRA DEL FUEGO 8630\r\rSANTIAGO\rCHILE,11,0.0,0.0,0.0,0.0,0,0,null,tNO,null,null,null,null,6066.0,IVA,1,800.0,800.0,0.0,19.0,5081,15,15,0.0,0.0,0.0,0.0
C76780608-6,BELECTRIC SPA,CARMEN COVARRUBIAS 32 OF.211\r\rSANTIAGO\rCHILE,76780608-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dlps_NotPicked,0.0,0.0,0.0,null,null,null,tNO,0,3.0,26167.0,bost_Close,3.0,,dlt_Regular,VICTORIA,510101001,N,17103.0,-5,51309.0,MISCELA,COM,null,null,null,null,null,0.0,78501.0,0.0,78501.0,null,null,0.0,MISCELA,COM,null,null,null,null,null,null,tNO,null,null,null,null,5207,0.0,0.0,0.0,tNO,tNO,0.0,0.0,tNO,null,null,null,null,null,null,27192.0,0.0,27192.0,dpsManual,null,null,null,-1,Manual,3.0,0.0,null,0,0,null,null,null,null,null,dit_Item,tNO,tNO,null,null,31139.0,93417.0,0.0,93417.0,-1,null,tNO,0.0,null,-1,null,tNO,DESPACHO,LAS GAVIOTAS 10971 EL OBSERVATORIO\r\rSANTIAGO\rCHILE,11,0.0,0.0,0.0,0.0,0,0,null,tNO,null,null,null,null,79.0,IVA,1,14915.0,14915.0,0.0,19.0,5207,0,0,0.0,0.0,0.0,0.0
C76099496-0,PUNTO SOLAR EIRL,MEDINACELLI 1080\r\rSANTIAGO\rCHILE,76099496-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dlps_NotPicked,0.0,0.0,0.0,null,null,null,tNO,1,10.0,1298.0,bost_Close,10.0,,dlt_Regular,VICTORIA,510101001,N,705.0,-5,7047.0,MISCELA,COM,null,null,null,null,null,0.0,12980.0,0.0,12980.0,null,null,0.0,MISCELA,COM,null,null,null,null,null,null,tNO,null,null,null,null,5236,0.0,0.0,0.0,tNO,tNO,0.0,0.0,tNO,null,null,null,null,null,null,5933.0,0.0,5933.0,dpsManual,null,null,null,-1,Manual,10.0,0.0,null,0,0,null,null,null,null,null,dit_Item,tNO,tNO,null,null,1545.0,15450.0,0.0,15450.0,-1,null,tNO,0.0,null,-1,null,tNO,DESPACHO,JORGE ALESSANDRI RODRIGUEZ 18418 LOMAS MIRASUR\r\rSANTIAGO\rCHILE,11,0.0,0.0,0.0,0.0,0,0,null,tNO,null,null,null,null,94.0,IVA,1,2466.0,2466.0,0.0,19.0,5236,1,1,0.0,0.0,0.0,0.0
